time,strategy,instrument,granularity,side,price,position_size,equity,drawdown,pnl
2024-01-30 07:30:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,BUY,1.9191,1500.0,100000.0,0.0,0.0
2024-01-30 08:15:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP1_LONG,1.92172779240403,900.0,100000.82,0.0,0.82
2024-01-30 08:15:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP2_LONG,1.9213157142857142,300.0,100001.51,0.0,0.69
2024-01-30 08:30:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TRAIL_SL_LONG,1.9211992857142859,0.0,100001.84,0.0,0.33
2024-01-31 01:45:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,SELL_SHORT,1.9296,1500.03,100001.84,0.0,0.0
2024-01-31 02:00:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,SL_EXIT_SHORT,1.93146,0.0,100000.4,0.0,-1.45
2024-01-31 02:00:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,SELL_SHORT,1.93262,1500.01,100000.4,0.0,0.0
2024-01-31 09:30:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP1_SHORT,1.9247026318134,900.0,100002.85,0.0,2.46
2024-01-31 09:30:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP2_SHORT,1.92991,300.0,100003.7,0.0,0.84
2024-01-31 09:30:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP3_SHORT,1.9278775,0.0,100004.43,0.0,0.74
2024-02-01 05:15:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,SELL_SHORT,1.93756,1500.07,100004.43,0.0,0.0
2024-02-01 08:15:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,SL_EXIT_SHORT,1.9397392857142857,0.0,100002.74,0.0,-1.69
2024-02-01 08:15:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,SELL_SHORT,1.93944,1500.04,100002.74,0.0,0.0
2024-02-01 12:00:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,SL_EXIT_SHORT,1.9416728571428572,0.0,100001.02,0.0,-1.73
2024-02-02 12:00:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,BUY,1.93104,1500.02,100001.02,0.0,0.0
2024-02-02 13:30:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP1_LONG,1.93364256556061,900.01,100001.83,0.0,0.81
2024-02-02 13:30:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP2_LONG,1.93328,300.0,100002.52,0.0,0.7
2024-02-02 13:30:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP3_LONG,1.9349600000000002,0.0,100003.13,0.0,0.61
2024-02-06 04:30:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,BUY,1.9267,1500.05,100003.13,0.0,0.0
2024-02-06 11:00:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP1_LONG,1.93282216145225,900.03,100005.04,0.0,1.91
2024-02-06 11:00:00+00:00,S5_Momentum_Exhaustion,GBP_AUD,M15,TP2_LONG,1.9300742857142859,300.01,100006.09,0.0,1.05
